Game_ID,Words,Category,Color
28,['BASHFUL', 'DOC', 'GRUMPY', 'HAPPY'],SEVEN DWARFS,yellow
28,['GIF', 'PDF', 'TIFF', 'ZIP'],FILE EXTENSIONS,green
28,['EMU', 'KIWI', 'OSTRICH', 'PENGUIN'],FLIGHTLESS BIRDS,blue
28,['BANANA', 'COCONUT', 'MANGO', 'PINEAPPLE'],TROPICAL FRUITS,purple
29,['FLY', 'GNAT', 'MOTH', 'WASP'],WINGED INSECTS,yellow
29,['ADD', 'DIVIDE', 'MULTIPLY', 'SUBTRACT'],ARITHMETIC OPERATIONS,green
29,['TANG', 'TETRA', 'SKATE', 'SOLE'],FISH,blue
29,['ALLEY', 'COOL', 'COPY', 'LAP'],___ CAT,purple
30,['BRONCO', 'COWBOY', 'PACKER', 'RAVEN'],NFL PLAYERS,yellow
30,['BOWTIE', 'ELBOW', 'SHELL', 'SPIRAL'],PASTA SHAPES,green
30,['HIP', 'KNEE', 'SHOULDER', 'WRIST'],JOINTS,blue
30,['AIRPLANE', 'MOTHER', 'OKLAHOMA', 'THEM'],MOVIES WITH “!”,purple
31,['CUCUMBER', 'EGGPLANT', 'PEPPER', 'TOMATO'],VEGETABLES THAT ARE ALSO FRUITS,yellow
31,['CONE', 'CUBE', 'PYRAMID', 'SPHERE'],3-D SHAPES,green
31,['MAC', 'PAD', 'PHONE', 'POD'],WORDS WITH “i”,blue
31,['JOB', 'LIMA', 'MOBILE', 'POLISH'],WORDS WITH TWO PRONUNCIATIONS,purple
32,['HEEL', 'LACE', 'SOLE', 'TONGUE'],SHOE PARTS,yellow
32,['CLUE', 'RISK', 'SORRY', 'TROUBLE'],BOARD GAMES,green
32,['BOND', 'HUNT', 'RYAN', 'SMART'],FICTIONAL SPIES,blue
32,['BAND', 'CEMENT', 'DUCKIE', 'SOUL'],RUBBER ___,purple
33,['FERRY', 'JUNK', 'TUG', 'YACHT'],BOATS,yellow
33,['CLUB', 'CUBAN', 'MELT', 'SUB'],SANDWICHES,green
33,['FLANK', 'LOIN', 'ROUND', 'SHANK'],CUTS OF BEEF,blue
33,['CHUCK', 'JOSH', 'ROB', 'SUE'],NICKNAMES THAT ARE VERBS,purple
34,['AROMA', 'BOUQUET', 'FRAGRANCE', 'SCENT'],PLEASANT SMELLS,yellow
34,['BLUES', 'COUNTRY', 'FUNK', 'SOUL'],MUSIC GENRES,green
34,['PAPER', 'ROCK', 'SCISSORS', 'SHOOT'],ROCK PAPER SCISSORS,blue
34,['BOAR', 'BUCK', 'BULL', 'JACK'],MALE ANIMALS,purple
35,['DIME', 'NICKEL', 'PENNY', 'QUARTER'],U.S. COINS,yellow
35,['IRON', 'LEAD', 'TIN', 'ZINC'],METAL ELEMENTS,green
35,['CLOVER', 'HORSESHOE', 'MOON', 'RAINBOW'],LUCKY CHARMS MARSHMALLOWS,blue
35,['AGAIN', 'HALF', 'NECK', 'SO'],___ AND ___,purple
36,['KANGAROO', 'KOALA', 'WALLABY', 'WOMBAT'],MARSUPIALS,yellow
36,['CHUNKY', 'CRUNCH', 'MARS', 'MOUNDS'],CHOCOLATE BARS,green
36,['CHEDDAR', 'DOUGH', 'PAPER', 'STACKS'],SLANG FOR MONEY,blue
36,['EYE', 'GUN', 'MOLE RAT', 'TRUTH'],NAKED ___,purple
37,['DOLPHIN', 'MANATEE', 'OTTER', 'SEAL'],MARINE MAMMALS,yellow
37,['BRAKE', 'CHAIN', 'SADDLE', 'SPOKE'],BIKE PARTS,green
37,['HAWK', 'MOVE', 'PEDDLE', 'VEND'],SYNONYMS FOR SELL,blue
37,['CHIN', 'CUB', 'MALT', 'TONG'],COUNTRIES WHEN “A” IS ADDED,purple
38,['ASH', 'CEDAR', 'MAPLE', 'PINE'],TREES,yellow
38,['HILL', 'MOUNTAIN', 'PLATEAU', 'VALLEY'],LAND FORMATIONS,green
38,['EVERYTHING', 'ONION', 'PLAIN', 'POPPY'],BAGEL FLAVORS,blue
38,['ELM', 'FEAR', 'JUMP', 'SESAME'],STREETS ON SCREEN,purple
39,['CLOCK', 'HOURGLASS', 'SUNDIAL', 'WATCH'],TIMEKEEPING DEVICES,yellow
39,['BOB', 'CROP', 'PIXIE', 'SHAG'],HAIRSTYLES,green
39,['HERTZ', 'MOLE', 'NEWTON', 'SECOND'],UNITS OF MEASURE,blue
39,['EVIL', 'J', 'NO', 'PEPPER'],DR. ___,purple
40,['BASSOON', 'CLARINET', 'FLUTE', 'OBOE'],WOODWINDS,yellow
40,['CAP', 'COVER', 'LID', 'TOP'],COVERINGS,green
40,['AVIATOR', 'CAT EYE', 'WAYFARER', 'WRAPAROUND'],SUNGLASSES,blue
40,['HARBOR', 'HARP', 'HOODED', 'MONK'],SEALS,purple
41,['DASANI', 'EVIAN', 'FIJI', 'VOSS'],BOTTLED WATER BRANDS,yellow
41,['BREW', 'JAVA', 'JOE', 'MUD'],SLANG FOR COFFEE,green
41,['CUBA', 'JAPAN', 'MALTA', 'PALAU'],ISLAND COUNTRIES,blue
41,['LUCKY', 'POP', 'SAM', 'TONY'],CEREAL MASCOTS,purple
42,['FINS', 'MASK', 'SNORKEL', 'TANK'],SCUBA GEAR,yellow
42,['COLON', 'COMMA', 'HYPHEN', 'PERIOD'],PUNCTUATION MARKS,green
42,['BOLT', 'DASH', 'RACE', 'SPRINT'],RUN QUICKLY,blue
42,['DOJA', 'FAT', 'HOUSE', 'JUNGLE'],___ CAT,purple
43,['FURIOUS', 'INCENSED', 'IRATE', 'LIVID'],SYNONYMS FOR ANGRY,yellow
43,['BANANA', 'CANARY', 'SCHOOL BUS', 'SUNFLOWER'],THINGS THAT ARE YELLOW,green
43,['BOOBY', 'GULL', 'PELICAN', 'PUFFIN'],MARINE BIRDS,blue
43,['BEACH', 'BEASTIE', 'HARDY', 'LOST'],___ BOYS,purple
44,['GAS', 'LIQUID', 'PLASMA', 'SOLID'],STATES OF MATTER,yellow
44,['COPY', 'CUT', 'PASTE', 'UNDO'],EDIT MENU COMMANDS,green
44,['CRUSH', 'ROUT', 'SHELLAC', 'TRASH'],DEFEAT BADLY,blue
44,['LEAST', 'SLATE', 'STALE', 'TESLA'],ANAGRAMS,purple
45,['BOAT', 'CAR', 'PLANE', 'TRAIN'],MODES OF TRANSPORTATION,yellow
45,['KING', 'MAGIC', 'SUN', 'THUNDER'],NBA PLAYERS,green
45,['CHECKERS', 'OUTBACK', 'SONIC', 'SUBWAY'],FAST FOOD CHAINS,blue
45,['DAY', 'FLOYD', 'SABBATH', 'STRIPES'],BAND NAMES MINUS COLORS,purple
46,['CHICAGO', 'MUNICH', 'PHILADELPHIA', 'RIO'],MOVIE TITLE CITIES,yellow
46,['ALLURE', 'ELLE', 'GLAMOUR', 'W'],FASHION MAGAZINES,green
46,['BLIZZARD', 'CYCLONE', 'SQUALL', 'TORNADO'],STORMS,blue
47,['DESERT', 'FOREST', 'GRASSLAND', 'TUNDRA'],BIOMES,yellow
47,['CHAMELEON', 'GECKO', 'IGUANA', 'MONITOR'],LIZARDS,green
47,['COBRA', 'LOTUS', 'TREE', 'WARRIOR'],YOGA POSES,blue
47,['CAN', 'CHA', 'GO', 'NAE'],DANCES WHEN DOUBLED,purple
48,['CORDUROY', 'DENIM', 'LINEN', 'TWEED'],FABRICS,yellow
48,['GHOST', 'PHANTOM', 'SPECTER', 'SPIRIT'],APPARITIONS,green
48,['NEEDLE', 'POKE', 'RIB', 'TEASE'],SYNONYMS FOR BOTHER,blue
48,['BEAST', 'GENIE', 'SCAR', 'STITCH'],DISNEY CHARACTERS,purple
49,['AUNT', 'COUSIN', 'MOTHER', 'NEPHEW'],RELATIVES,yellow
49,['DAFFY', 'KOOKY', 'QUIRKY', 'WACKY'],SYNONYMS FOR OFFBEAT,green
49,['DAISY', 'DEWEY', 'DONALD', 'SCROOGE'],DISNEY DUCKS,blue
49,['ALARM', 'BIOLOGICAL', 'CUCKOO', 'GRANDFATHER'],___ CLOCK,purple
50,['FOOT', 'INCH', 'MILE', 'YARD'],UNITS OF LENGTH,yellow
50,['ACRYLIC', 'OIL', 'TEMPERA', 'WATERCOLOR'],TYPES OF PAINT,green
50,['FALAFEL', 'KATSU', 'SAMOSA', 'SCHNITZEL'],DEEP-FRIED FOOD,blue
50,['DIM', 'NICK', 'PEN', 'QUART'],STARTS OF U.S. COINS,purple
51,['HERO', 'HOAGIE', 'GRINDER', 'SUB'],LONG SANDWICHES,yellow
51,['BUMBLE', 'HINGE', 'MATCH', 'TINDER'],DATING APPS,green
51,['BLADE', 'LOST BOYS', 'NEAR DARK', 'TWILIGHT'],VAMPIRE MOVIES,blue
51,['ANT', 'DRIVER', 'SCOTT', 'WEST'],ADAMS,purple
52,['KEYBOARD', 'MONITOR', 'MOUSE', 'SPEAKER'],COMPUTER EQUIPMENT,yellow
52,['GERBIL', 'HAMSTER', 'RAT', 'VOLE'],RODENTS,green
52,['HARP', 'HORN', 'ORGAN', 'TRIANGLE'],MUSICAL INSTRUMENTS,blue
52,['CARP', 'GRIPE', 'GROUSE', 'MOAN'],SYNONYMS FOR COMPLAIN,purple
53,['COLONY', 'HERD', 'PRIDE', 'SWARM'],ANIMAL GROUP NAMES,yellow
53,['BAKED', 'BLAZED', 'HIGH', 'LIT'],STONED,green
53,['BIO', 'CHEM', 'GOV', 'STATS'],AP CLASSES,blue
53,['CLASS', 'DOMAIN', 'FAMILY', 'ORDER'],TAXONOMY RANKS,purple
54,['ALTAR', 'RELIQUARY', 'SHRINE', 'TEMPLE'],PLACES FOR WORSHIP,yellow
54,['FELIX', 'GARFIELD', 'SYLVESTER', 'TOM'],CARTOON CATS,green
54,['CALVIN', 'CHESTER', 'GROVER', 'HARRY'],PRESIDENTIAL FIRST NAMES,blue
54,['ABBEY', 'HIGH', 'ROCKY', 'SILK'],___ ROAD,purple
55,['BLOCKS', 'DOLL', 'TOP', 'YO-YO'],CLASSIC TOYS,yellow
55,['BAGGAGE', 'EGGNOG', 'GIGGLE', 'LEGGINGS'],WORDS WITH THREE G’S,green
55,['DUNCAN', 'JULIET', 'PUCK', 'VIOLA'],SHAKESPEARE CHARACTERS,blue
55,['FISH', 'HOCKEY', 'MEMORY', 'SELFIE'],___ STICK,purple
56,['ASTEROIDS', 'BREAKOUT', 'FROGGER', 'PONG'],CLASSIC ARCADE GAMES,yellow
56,['HUSTLE', 'SALSA', 'SWING', 'TANGO'],DANCES,green
56,['PINCH', 'SPREAD', 'SWIPE', 'TAP'],TOUCHSCREEN GESTURES,blue
56,['CENT', 'CHAINZ', 'PAC', 'SAVAGE'],RAPPERS MINUS NUMBERS,purple
57,['HORROR', 'MUSICAL', 'ROMANCE', 'WESTERN'],MOVIE GENRES,yellow
57,['HOUNDSTOOTH', 'PAISLEY', 'PLAID', 'STRIPES'],PATTERNS,green
57,['FIB', 'FICTION', 'LIE', 'TALE'],SYNONYMS FOR FALSEHOOD,blue
57,['DOT', 'GOOBER', 'KISS', 'WHOPPER'],CANDY PIECES,purple
58,['MITE', 'SCORPION', 'SPIDER', 'TICK'],ARACHNIDS,yellow
58,['CHAR', 'EEL', 'PERCH', 'SHARK'],FISH,green
58,['BLACK WIDOW', 'BLADE', 'FLASH', 'STORM'],SUPERHEROES,blue
58,['CATFISH', 'CRIBS', 'JACKASS', 'STATE'],MTV SHOWS,purple
59,['FEW', 'HANDFUL', 'SEVERAL', 'SOME'],UNSPECIFIED QUANTITIES,yellow
59,['ASTEROID', 'COMET', 'MOON', 'PLANET'],CELESTIAL OBJECTS,green
59,['GLOBE', 'JOURNAL', 'POST', 'SUN'],NEWSPAPERS,blue
59,['LYME', 'MELLON', 'PAIR', 'PLUMB'],FRUIT HOMOPHONES,purple
60,['PURGE', 'RING', 'SAW', 'SCREAM'],HORROR FRANCHISES,yellow
60,['COURT', 'DIAMOND', 'FIELD', 'RINK'],SPORTS VENUES,green
60,['CHARM', 'DELIGHT', 'PLEASE', 'TICKLE'],MAKE HAPPY,blue
60,['ANKLET', 'BANGLE', 'BROOCH', 'PENDANT'],JEWELRY,purple
61,['EINSTEIN', 'FEYNMAN', 'HAWKING', 'OPPENHEIMER'],THEORETICAL PHYSICISTS,yellow
61,['FACULTY', 'FLAIR', 'GENIUS', 'GIFT'],TALENT,green
61,['BARBIE', 'BUSH', 'CRIKEY', 'MATE'],AUSTRALIAN TERMS,blue
61,['MATCH', 'MOOT', 'SELLING', 'WEST'],___ POINT,purple
62,['CO', 'MA', 'ME', 'PA'],STATE ABBREVIATIONS,yellow
62,['DO', 'FA', 'LA', 'TI'],MUSICAL NOTES,green
62,['MU', 'NU', 'PI', 'XI'],GREEK LETTERS,blue
62,['FE', 'HE', 'NA', 'NI'],PERIODIC TABLE SYMBOLS,purple
63,['BUCKLE', 'BUTTON', 'SNAP', 'ZIP'],FASTENING VERBS,yellow
63,['JACK', 'NADA', 'NOTHING', 'SQUAT'],SLANG FOR ZERO,green
63,['CURL', 'LUNGE', 'PLANK', 'PRESS'],GYM EXERCISES,blue
63,['CRUNCH', 'KANGAROO', 'OBVIOUS', 'PLANET'],“CAPTAINS”,purple
64,['FIDO', 'LUCKY', 'ROVER', 'SPOT'],CLASSIC DOG NAMES,yellow
64,['CATCH', 'NOTICE', 'OBSERVE', 'SEE'],PERCEIVE,green
64,['BAIT', 'CHUM', 'FLY', 'SINKER'],FISHING TERMS,blue
64,['BONE', 'REX', 'SHIRT', 'STORM'],T-___,purple
65,['GAS', 'LIQUID', 'PLASMA', 'SOLID'],STATES OF MATTER,yellow
65,['JUICE', 'SPIRIT', 'STEAM', 'VIGOR'],ENERGY,green
65,['AIR', 'EARTH', 'FIRE', 'WATER'],CLASSICAL ELEMENTS,blue
65,['CIRCUS', 'SATURN', 'TREE', 'WEDDING'],THINGS WITH RINGS,purple
66,['CENTURY', 'DECADE', 'MILLENNIUM', 'YEAR'],TIME PERIODS,yellow
66,['CEREAL', 'OMELET', 'PANCAKE', 'WAFFLE'],BREAKFAST FOODS,green
66,['BACON', 'CLOSE', 'MUNCH', 'WHISTLER'],PAINTERS,blue
66,['EGG', 'JUROR', 'MONTH', 'ROSE'],ONE IN A DOZEN,purple
67,['CAKE', 'COBBLER', 'PIE', 'TART'],DESSERTS,yellow
67,['FISHER', 'MASON', 'MILLER', 'SMITH'],OCCUPATIONAL SURNAMES,green
67,['DISTORT', 'DOCTOR', 'FUDGE', 'TWIST'],ALTER DECEPTIVELY,blue
67,['DANCE', 'MEAL', 'ONE', 'ROOT'],SQUARE ___,purple
68,['CUP', 'GALLON', 'PINT', 'QUART'],UNITS OF VOLUME,yellow
68,['AWFUL', 'QUITE', 'SUPER', 'VERY'],EXTREMELY,green
68,['RAND', 'REAL', 'STERLING', 'WON'],WORLD CURRENCIES,blue
68,['CARROT', 'COFFEE', 'POUND', 'SPONGE'],___ CAKE,purple
69,['BUD', 'CHUM', 'MATE', 'PAL'],FRIEND,yellow
69,['CROCK', 'POT', 'SKILLET', 'WOK'],COOKWEAR,green
69,['CLOG', 'PUMP', 'SLIDE', 'WEDGE'],SHOES,blue
69,['GRASS', 'HERB', 'MARY JANE', 'WEED'],SLANG FOR CANNABIS,purple
70,['COOLER', 'LANTERN', 'SLEEPING BAG', 'TENT'],CAMPING SUPPLIES,yellow
70,['BARB', 'DIG', 'DISS', 'JAB'],INSULT,green
70,['MINUTE', 'SLIGHT', 'SMALL', 'WEE'],TINY,blue
70,['CAMPER', 'HOUR', 'MEAL', 'MEDIUM'],HAPPY ___,purple
71,['ARIZONA', 'COLORADO', 'NEVADA', 'UTAH'],U.S. MOUNTAIN STATES,yellow
71,['CRUSH', 'MUG', 'SPRITE', 'SQUIRT'],SODA BRANDS,green
71,['GENESIS', 'KANSAS', 'RUSH', 'YES'],CLASSIC ROCK BANDS,blue
71,['HAWK', 'MONTANA', 'SOPRANO', 'STARK'],TONY ___,purple
72,['ACTOR', 'DANCER', 'SINGER', 'STAND-UP'],PERFORMING ARTISTS,yellow
72,['COMET', 'CUPID', 'DASHER', 'VIXEN'],SANTA’S REINDEER,green
72,['CARD', 'CHOCOLATE', 'HEART', 'ROSE'],SEEN ON VALENTINE’S DAY,blue
72,['BOYS', 'LIEUTENANT', 'SANTA', 'TASTE'],“BAD ___” MOVIES,purple
73,['BEARD', 'GOATEE', 'MUSTACHE', 'STUBBLE'],FACIAL HAIR,yellow
73,['GEAR', 'HANDLEBAR', 'PEDAL', 'WHEEL'],BIKE PARTS,green
73,['DOG', 'FOLLOW', 'TAIL', 'TRACK'],PURSUE,blue
73,['DOUBT', 'MOVIE', 'SHADOW', 'VOTE'],THINGS THAT ARE CAST,purple
74,['DODO', 'MAMMOTH', 'MASTODON', 'TRILOBITE'],EXTINCT ANIMALS,yellow
74,['BUSTS', 'FLOPS', 'MISSES', 'TURKEYS'],FAILURES,green
74,['DUDS', 'GETUP', 'OUTFIT', 'THREADS'],SLANG FOR CLOTHES,blue
74,['PECK', 'SMACK', 'SMOOCH', 'X'],KISS,purple
75,['BASH', 'BLOWOUT', 'PARTY', 'SHINDIG'],SOCIAL GATHERING,yellow
75,['COUNTER', 'MIXER', 'RANGE', 'SINK'],FOUND IN A KITCHEN,green
75,['CRICKET', 'PUPPET', 'WHALE', 'WOODCARVER'],“PINOCCHIO” FIGURES,blue
75,['BUNNY', 'EGG', 'ISLAND', 'SUNDAY'],EASTER ___,purple
76,['RISK', 'SORRY', 'TABOO', 'TROUBLE'],BOARD GAMES,yellow
76,['BUSINESS', 'NATIONAL', 'OPINION', 'STYLE'],NEWSPAPER SECTIONS,green
76,['ATLAS', 'HERMES', 'NIKE', 'PARIS'],FIGURES IN GREEK MYTH,blue
76,['FOXY', 'GUCCI', 'KILLER', 'NOTORIOUS'],FIRST WORDS IN RAPPERS’ NAMES,purple
77,['BREAST', 'DRUMSTICK', 'TENDER', 'WING'],PIECES OF CHICKEN,yellow
77,['DRIVER', 'EAGLE', 'HOLE', 'STROKE'],GOLF TERMS,green
77,['CYMBAL', 'KICK', 'SNARE', 'TOM'],DRUM SET COMPONENTS,blue
