Game_ID,Words
11,['CORIANDER', 'SCARY', 'BIRD', 'SWEETIE', 'CUMIN', 'ANGEL', 'BABY', 'PEGASUS', 'POSH', 'CARDAMOM', 'HONEY', 'AIRPLANE', 'BOO', 'GINGER', 'SUGAR', 'CLOVE']
12,['PACK', 'LORIS', 'SEC', 'TAN', 'GREED', 'SCHOOL', 'SLOTH', 'POD', 'COT', 'LUST', 'SNAIL', 'SIN', 'TORTOISE', 'PRIDE', 'ENVY', 'FLOCK']
13,['GNAT', 'GNOCCHI', 'IOTA', 'BETA', 'FRONTIER', 'NU', 'KNEW', 'SPIRIT', 'DELTA', 'GNU', 'NEW', 'VIRGIN', 'CHI', 'UNITED', 'GNAW', 'GNOME']
14,['WARNER', 'LINK', 'MURPHY', 'TRUNDLE', 'CRASH', 'CANOPY', 'JONAS', 'SONIC', 'PILOT', 'MARX', 'BUNK', 'ACCORD', 'CIVIC', 'WRIGHT', 'PASSPORT', 'MARIO']
15,['SILVER', 'HOOK', 'BROWN', 'LURE', 'VIOLET', 'ROD', 'TURQUOISE', 'CAW', 'CLUCK', 'TWEET', 'CHIRP', 'REEL', 'PINK', 'SPARROW', 'JONES', 'TACKLE']
16,['PECAN', 'WALNUT', 'CASHEW', 'ALMOND', 'PEANUT', 'BEAN', 'LATTE', 'ESPRESSO', 'FOX', 'OLIVE', 'KELLY', 'AMERICANO', 'CAPPUCCINO', 'CLEAN', 'FOREST', 'EMERALD']
17,['GAIN', 'STARBOARD', 'SCARF', 'LOVE', 'BOLO', 'PORT', 'BERMUDA', 'ASCOT', 'TIDE', 'ALL', 'ERA', 'BOW', 'ACUTE', 'TIE', 'STERN', 'RIGHT']
18,['QUINN', 'QUAD', 'TROPHY', 'BEAR', 'BILL', 'MEDAL', 'GREY', 'HOUSE', 'COMMANDER', 'PEC', 'TRI', 'LAT', 'RIBBON', 'CUP', 'HOWSER', 'BROWN']
19,['EGGSHELL', 'MIRROR', 'CRUCIFIX', 'VENISON', 'SPAT', 'QUARREL', 'CREAM', 'GARLIC', 'TIFF', 'PORK', 'IVORY', 'BEEF', 'ROW', 'VANILLA', 'STAKE', 'POULTRY']
20,['BROWN', 'RYE', 'HOWARD', 'BARLEY', 'OAT', 'EARL', 'BARON', 'BONG', 'KING', 'LEE', 'RICE', 'FORD', 'PRINCE', 'SPELT', 'STONE', 'DUKE']
21,['PUNK', 'CHROME', 'JAZZ', 'JO', 'BABY', 'WAYNE', 'RAP', 'AMY', 'MEG', 'OPERA', 'POP', 'JON', 'SAFARI', 'EDGE', 'KIM', 'BETH']
22,['BARRIER', 'DALMATIAN', 'BOXER', 'MUZZLE', 'TRUNK', 'WAVE', 'SNOUT', 'STOP', 'POODLE', 'ASLEEP', 'YIELD', 'BITE', 'DETOUR', 'SLOW', 'HUSKY', 'BEAK']
23,['BEACH BOY', 'MACARENA', 'VOGUE', 'WEBSITE', 'FORTUNE', 'ROLLING STONE', 'BEATLE', 'MASHED POTATO', 'DOUGIE', 'SAUSAGE', 'TWIST', 'BYRD', 'WIRED', 'CHAIN', 'MONKEE', 'GOLF COURSE']
24,['BOUNTY', 'BLINK', 'ANVIL', 'MILKY WAY', 'STIRRUP', 'COCHLEA', 'GENESIS', 'SWITCH', 'CRUNCH', 'HAMMER', 'U', 'HEATH', 'SUM', 'DREAMCAST', 'MAROON', 'WII']
25,['NARWHAL', 'ELEPHANT', 'HANDLEBAR', 'FUDGE', 'WARTHOG', 'MOUSSE', 'SHOOT', 'HECK', 'TIRAMISU', 'WALRUS', 'FLAN', 'CHEESECAKE', 'DARN', 'HORSESHOE', 'HIPPO', 'PENCIL']
26,['ECHO', 'MIMIC', 'LIVID', 'DILL', 'MILD', 'PORTUGAL', 'WAITS', 'HOLLAND', 'GREECE', 'CRUISE', 'POLAND', 'MIX', 'DENMARK', 'PETTY', 'PARROT', 'COPY']
27,['HEART', 'KNIFE', 'BOWLER', 'BERET', 'KIDNEY', 'LUNG', 'LIVER', 'POT', 'FEZ', 'PAGE', 'JACKET', 'COVER', 'FEDORA', 'ASS', 'RABBIT', 'SPINE']
28,['ZIP', 'MANGO', 'COCONUT', 'DOC', 'PENGUIN', 'EMU', 'OSTRICH', 'GIF', 'BANANA', 'GRUMPY', 'HAPPY', 'PDF', 'TIFF', 'BASHFUL', 'PINEAPPLE', 'KIWI']
29,['LAP', 'ADD', 'GNAT', 'ALLEY', 'SOLE', 'FLY', 'SKATE', 'WASP', 'DIVIDE', 'COPY', 'MULTIPLY', 'MOTH', 'TANG', 'COOL', 'TETRA', 'SUBTRACT']
30,['SHOULDER', 'BRONCO', 'SHELL', 'AIRPLANE', 'PACKER', 'HIP', 'MOTHER', 'THEM', 'COWBOY', 'BOWTIE', 'SPIRAL', 'KNEE', 'ELBOW', 'RAVEN', 'OKLAHOMA', 'WRIST']
31,['POD', 'PAD', 'POLISH', 'CONE', 'CUBE', 'MAC', 'JOB', 'PHONE', 'PYRAMID', 'TOMATO', 'CUCUMBER', 'LIMA', 'SPHERE', 'EGGPLANT', 'MOBILE', 'PEPPER']
32,['SOLE', 'DUCKIE', 'CLUE', 'CEMENT', 'HUNT', 'SOUL', 'TONGUE', 'BAND', 'TROUBLE', 'RISK', 'HEEL', 'RYAN', 'BOND', 'SORRY', 'SMART', 'LACE']
33,['SHANK', 'JOSH', 'CHUCK', 'FERRY', 'SUB', 'CLUB', 'MELT', 'JUNK', 'SUE', 'LOIN', 'ROUND', 'FLANK', 'TUG', 'CUBAN', 'ROB', 'YACHT']
34,['FRAGRANCE', 'BULL', 'PAPER', 'BOAR', 'SHOOT', 'FUNK', 'JACK', 'BLUES', 'SOUL', 'SCENT', 'COUNTRY', 'AROMA', 'BOUQUET', 'BUCK', 'ROCK', 'SCISSORS']
35,['NECK', 'DIME', 'ZINC', 'RAINBOW', 'LEAD', 'PENNY', 'TIN', 'HORSESHOE', 'QUARTER', 'HALF', 'MOON', 'SO', 'CLOVER', 'NICKEL', 'AGAIN', 'IRON']
36,['MOUNDS', 'EYE', 'WOMBAT', 'WALLABY', 'CRUNCH', 'DOUGH', 'KOALA', 'STACKS', 'GUN', 'TRUTH', 'MARS', 'CHEDDAR', 'CHUNKY', 'KANGAROO', 'PAPER', 'MOLE RAT']
37,['VEND', 'CUB', 'SEAL', 'MOVE', 'BRAKE', 'MALT', 'PEDDLE', 'SADDLE', 'CHAIN', 'TONG', 'CHIN', 'DOLPHIN', 'SPOKE', 'HAWK', 'OTTER', 'MANATEE']
38,['ELM', 'CEDAR', 'PLATEAU', 'FEAR', 'MOUNTAIN', 'HILL', 'JUMP', 'PINE', 'SESAME', 'VALLEY', 'ASH', 'MAPLE', 'ONION', 'EVERYTHING', 'PLAIN', 'POPPY']
39,['SHAG', 'NO', 'WATCH', 'SECOND', 'NEWTON', 'HERTZ', 'PIXIE', 'CROP', 'PEPPER', 'MOLE', 'CLOCK', 'SUNDIAL', 'J', 'EVIL', 'HOURGLASS', 'BOB']
40,['CAP', 'MONK', 'LID', 'CLARINET', 'CAT EYE', 'BASSOON', 'FLUTE', 'HARBOR', 'OBOE', 'AVIATOR', 'HARP', 'WAYFARER', 'TOP', 'COVER', 'WRAPAROUND', 'HOODED']
41,['FIJI', 'JAPAN', 'LUCKY', 'BREW', 'DASANI', 'MALTA', 'POP', 'JOE', 'SAM', 'VOSS', 'CUBA', 'PALAU', 'TONY', 'JAVA', 'EVIAN', 'MUD']
42,['MASK', 'FAT', 'BOLT', 'PERIOD', 'SPRINT', 'SNORKEL', 'HYPHEN', 'TANK', 'FINS', 'DASH', 'HOUSE', 'COMMA', 'COLON', 'JUNGLE', 'DOJA', 'RACE']
43,['FURIOUS', 'SCHOOL BUS', 'PELICAN', 'BOOBY', 'IRATE', 'GULL', 'BEASTIE', 'SUNFLOWER', 'LOST', 'HARDY', 'CANARY', 'BANANA', 'LIVID', 'BEACH', 'PUFFIN', 'INCENSED']
44,['SOLID', 'TESLA', 'PASTE', 'UNDO', 'SLATE', 'ROUT', 'GAS', 'CRUSH', 'PLASMA', 'STALE', 'TRASH', 'LEAST', 'CUT', 'SHELLAC', 'LIQUID', 'COPY']
45,['KING', 'CHECKERS', 'BOAT', 'OUTBACK', 'STRIPES', 'SONIC', 'SUN', 'THUNDER', 'SABBATH', 'CAR', 'FLOYD', 'SUBWAY', 'PLANE', 'TRAIN', 'MAGIC', 'DAY']
46,['ELLE', 'BLIZZARD', 'ALLURE', 'TORNADO', 'MUNICH', 'W', 'GLAMOUR', 'PHILADELPHIA', 'RIO', 'CHICAGO', 'CYCLONE', 'SQUALL']
47,['COBRA', 'GO', 'TREE', 'GECKO', 'IGUANA', 'LOTUS', 'DESERT', 'NAE', 'WARRIOR', 'FOREST', 'MONITOR', 'CAN', 'GRASSLAND', 'CHAMELEON', 'TUNDRA', 'CHA']
48,['TWEED', 'SCAR', 'GHOST', 'SPECTER', 'LINEN', 'CORDUROY', 'GENIE', 'STITCH', 'SPIRIT', 'TEASE', 'NEEDLE', 'BEAST', 'DENIM', 'PHANTOM', 'RIB', 'POKE']
49,['CUCKOO', 'MOTHER', 'NEPHEW', 'SCROOGE', 'ALARM', 'GRANDFATHER', 'DONALD', 'DEWEY', 'QUIRKY', 'KOOKY', 'DAISY', 'COUSIN', 'WACKY', 'AUNT', 'BIOLOGICAL', 'DAFFY']
50,['ACRYLIC', 'MILE', 'FALAFEL', 'OIL', 'DIM', 'SCHNITZEL', 'PEN', 'QUART', 'FOOT', 'NICK', 'TEMPERA', 'KATSU', 'WATERCOLOR', 'YARD', 'SAMOSA', 'INCH']
51,['BUMBLE', 'BLADE', 'HOAGIE', 'MATCH', 'SCOTT', 'HINGE', 'NEAR DARK', 'WEST', 'LOST BOYS', 'GRINDER', 'SUB', 'ANT', 'DRIVER', 'TINDER', 'HERO', 'TWILIGHT']
52,['TRIANGLE', 'MONITOR', 'HARP', 'ORGAN', 'MOUSE', 'MOAN', 'GROUSE', 'GRIPE', 'RAT', 'VOLE', 'GERBIL', 'KEYBOARD', 'SPEAKER', 'CARP', 'HORN', 'HAMSTER']
53,['DOMAIN', 'LIT', 'PRIDE', 'CLASS', 'BAKED', 'COLONY', 'CHEM', 'BLAZED', 'ORDER', 'SWARM', 'GOV', 'HERD', 'BIO', 'STATS', 'HIGH', 'FAMILY']
54,['FELIX', 'HARRY', 'ABBEY', 'GROVER', 'SILK', 'SYLVESTER', 'CALVIN', 'CHESTER', 'HIGH', 'GARFIELD', 'TEMPLE', 'RELIQUARY', 'ALTAR', 'TOM', 'ROCKY', 'SHRINE']
55,['PUCK', 'MEMORY', 'DUNCAN', 'HOCKEY', 'DOLL', 'JULIET', 'SELFIE', 'FISH', 'BLOCKS', 'GIGGLE', 'VIOLA', 'TOP', 'LEGGINGS', 'BAGGAGE', 'EGGNOG', 'YO-YO']
56,['BREAKOUT', 'PAC', 'ASTEROIDS', 'SPREAD', 'SWING', 'TANGO', 'FROGGER', 'PINCH', 'SWIPE', 'SAVAGE', 'CHAINZ', 'HUSTLE', 'SALSA', 'PONG', 'TAP', 'CENT']
57,['HOUNDSTOOTH', 'FICTION', 'ROMANCE', 'WESTERN', 'WHOPPER', 'LIE', 'TALE', 'MUSICAL', 'HORROR', 'STRIPES', 'GOOBER', 'KISS', 'DOT', 'FIB', 'PAISLEY', 'PLAID']
58,['SHARK', 'STORM', 'SCORPION', 'CRIBS', 'CATFISH', 'TICK', 'CHAR', 'STATE', 'JACKASS', 'PERCH', 'EEL', 'BLACK WIDOW', 'SPIDER', 'BLADE', 'FLASH', 'MITE']
59,['SUN', 'SEVERAL', 'LYME', 'MOON', 'COMET', 'SOME', 'PAIR', 'POST', 'HANDFUL', 'GLOBE', 'PLUMB', 'MELLON', 'ASTEROID', 'PLANET', 'JOURNAL', 'FEW']
60,['PURGE', 'FIELD', 'SAW', 'TICKLE', 'CHARM', 'RINK', 'BANGLE', 'PLEASE', 'DIAMOND', 'COURT', 'DELIGHT', 'RING', 'BROOCH', 'PENDANT', 'ANKLET', 'SCREAM']
61,['BARBIE', 'MATE', 'GENIUS', 'BUSH', 'FEYNMAN', 'FACULTY', 'SELLING', 'GIFT', 'FLAIR', 'MOOT', 'OPPENHEIMER', 'HAWKING', 'EINSTEIN', 'CRIKEY', 'MATCH', 'WEST']
62,['MU', 'ME', 'LA', 'NU', 'NA', 'HE', 'PI', 'PA', 'DO', 'NI', 'CO', 'XI', 'TI', 'MA', 'FA', 'FE']
63,['PLANET', 'SNAP', 'SQUAT', 'PRESS', 'CURL', 'BUCKLE', 'ZIP', 'OBVIOUS', 'LUNGE', 'NADA', 'CRUNCH', 'KANGAROO', 'NOTHING', 'JACK', 'PLANK', 'BUTTON']
64,['NOTICE', 'SPOT', 'SHIRT', 'ROVER', 'REX', 'STORM', 'SEE', 'FLY', 'BONE', 'FIDO', 'BAIT', 'SINKER', 'CHUM', 'LUCKY', 'OBSERVE', 'CATCH']
65,['VIGOR', 'STEAM', 'SPIRIT', 'JUICE', 'EARTH', 'PLASMA', 'GAS', 'LIQUID', 'TREE', 'WATER', 'SOLID', 'SATURN', 'WEDDING', 'AIR', 'CIRCUS', 'FIRE']
66,['WAFFLE', 'CENTURY', 'YEAR', 'CLOSE', 'MUNCH', 'MILLENNIUM', 'BACON', 'CEREAL', 'WHISTLER', 'DECADE', 'JUROR', 'EGG', 'PANCAKE', 'MONTH', 'ROSE', 'OMELET']
67,['MILLER', 'TWIST', 'FISHER', 'MEAL', 'COBBLER', 'PIE', 'DANCE', 'MASON', 'DOCTOR', 'ONE', 'DISTORT', 'TART', 'CAKE', 'SMITH', 'ROOT', 'FUDGE']
68,['CUP', 'SPONGE', 'VERY', 'REAL', 'GALLON', 'SUPER', 'COFFEE', 'QUART', 'POUND', 'RAND', 'CARROT', 'STERLING', 'QUITE', 'PINT', 'AWFUL', 'WON']
69,['HERB', 'CROCK', 'PAL', 'CLOG', 'POT', 'SLIDE', 'WOK', 'BUD', 'MARY JANE', 'SKILLET', 'WEDGE', 'MATE', 'CHUM', 'WEED', 'PUMP', 'GRASS']
70,['COOLER', 'JAB', 'MEAL', 'BARB', 'MEDIUM', 'SMALL', 'WEE', 'SLEEPING BAG', 'SLIGHT', 'DIG', 'LANTERN', 'MINUTE', 'CAMPER', 'HOUR', 'TENT', 'DISS']
71,['ARIZONA', 'SOPRANO', 'MONTANA', 'HAWK', 'STARK', 'CRUSH', 'SQUIRT', 'MUG', 'NEVADA', 'COLORADO', 'RUSH', 'UTAH', 'SPRITE', 'GENESIS', 'YES', 'KANSAS']
72,['SINGER', 'TASTE', 'ACTOR', 'BOYS', 'CARD', 'LIEUTENANT', 'DASHER', 'DANCER', 'HEART', 'VIXEN', 'SANTA', 'CHOCOLATE', 'COMET', 'STAND-UP', 'ROSE', 'CUPID']
73,['TRACK', 'PEDAL', 'MOVIE', 'STUBBLE', 'VOTE', 'SHADOW', 'MUSTACHE', 'GEAR', 'TAIL', 'BEARD', 'WHEEL', 'GOATEE', 'DOUBT', 'HANDLEBAR', 'DOG', 'FOLLOW']
74,['SMACK', 'TRILOBITE', 'THREADS', 'TURKEYS', 'PECK', 'DUDS', 'MASTODON', 'OUTFIT', 'MAMMOTH', 'MISSES', 'GETUP', 'BUSTS', 'X', 'FLOPS', 'SMOOCH', 'DODO']
75,['WHALE', 'BUNNY', 'CRICKET', 'ISLAND', 'COUNTER', 'BASH', 'EGG', 'WOODCARVER', 'RANGE', 'SUNDAY', 'BLOWOUT', 'PUPPET', 'SHINDIG', 'MIXER', 'SINK', 'PARTY']
76,['TABOO', 'OPINION', 'NIKE', 'STYLE', 'FOXY', 'ATLAS', 'RISK', 'TROUBLE', 'NATIONAL', 'GUCCI', 'BUSINESS', 'HERMES', 'SORRY', 'NOTORIOUS', 'KILLER', 'PARIS']
77,['TOM', 'HOLE', 'WING', 'TICKER', 'KICK', 'INFANT', 'BREAST', 'PUB', 'STROKE', 'SWIMMING', 'DRIVER', 'DRUMSTICK', 'TENDER', 'SNARE', 'CYMBAL', 'EAGLE']
78,['GUEST', 'HUSTLE', 'HEAVEN', 'BLISS', 'WAVE', 'HUG', 'CLOUD NINE', 'BUCKET', 'FAST ONE', 'WISH', 'HIGH FIVE', 'CON', 'RACKET', 'TOP TEN', 'SHAKE', 'PARADISE']
79,['RAVEN', 'IBEX', 'BLACK', 'FAT', 'SPLIT', 'JET', 'EBONY', 'ONYX', 'BOOK', 'ORYX', 'CYBER', 'FOX', 'LYNX', 'RUN', 'ASH', 'BOUNCE']
80,['CLOUT', 'ANKH', 'IMPACT', 'WEIGHT', 'SLIDE', 'SWING', 'TIMES', 'PULL', 'SANDBOX', 'PAPYRUS', 'COURIER', 'SEESAW', 'SCARAB', 'CROOK', 'EYE', 'SWAY']
81,['CRACKER', 'NICK', 'RIGHT', 'CORRECT', 'NACHO', 'SCRATCH', 'WING', 'YES', 'FRY', 'POPPER', 'DING', 'FLAP', 'LUMBER', 'CHIP', 'BINGO', 'APPLE']
82,['SNIFTER', 'POUND', 'COFFEE', 'FROST', 'BALLOON', 'FLUTE', 'GOBLET', 'BASSOON', 'CLARINET', 'TUMBLER', 'OBOE', 'OLDS', 'STEIN', 'SAXOPHONE', 'BISHOP', 'FRICASSEE']
83,['BUN', 'MUFFIN', 'NAKED', 'POLISH', 'SNAP', 'PUNT', 'BARE', 'UNCLAD', 'FILE', 'CLIP', 'NUDE', 'BUFF', 'TURNOVER', 'FUMBLE', 'DANISH', 'SACK']
84,['IT', 'WE', 'U', 'MARE', 'DOE', 'L', 'M', 'THEY', 'I', 'D', 'COW', 'V', 'YEW', 'YOU', 'EWE', 'HEN']
85,['ZIPPER', 'FOLDING', 'FIRST', 'COMB', 'EASEL', 'LAWN', 'REVERSE', 'DRIVE', 'PARK', 'BRUSH', 'GEAR', 'HIGH', 'CANVAS', 'PALETTE', 'NEUTRAL', 'SAW']
86,['GRAVY', 'DIAGRAM', 'BONUS', 'MONTERO', 'STUFFING', 'SATISFACTION', 'GRAPH', 'ICING', 'PERK', 'EXTRA', 'TURKEY', 'CHART', 'PIE', 'MAP', 'ISTANBUL', 'I RAN']
87,['AGENT', 'HORSE', 'SPY', 'TROLL', 'MOLE', 'DRAGON', 'STALK', 'GOBLIN', 'RABBIT', 'PETAL', 'TIGER', 'BUD', 'GNOME', 'PLANT', 'LEAF', 'OGRE']
88,['ROCKY', 'SALLY', 'FRAMED', 'HORROR', 'ROAD', 'SHOW', 'HARRY', 'ROGER', 'WHO', 'MAD', 'MET', 'WHEN', 'MAX', 'FURY', 'PICTURE', 'RABBIT']
89,['COCO', 'RED', 'CARS', 'SOUL', 'DEMO', 'STOUT', 'SCOTCH', 'SAKE', 'UP', 'CIDER', 'BRAVE', 'ESSENCE', 'PORT', 'TICKER', 'SPIRIT', 'HEART']
90,['WALK', 'OUT', 'CARP', 'SALMON', 'YOLK', 'FLOUNDER', 'FURNACE', 'COLONEL', 'SMELT', 'SAFE', 'STRIKE', 'BALL', 'CATFISH', 'FORGE', 'OVEN', 'KILN']
91,['COMPANY', 'BASE', 'HAIR', 'TOUCAN', 'ANACONDA', 'FOOT', 'LION', 'LEGS', 'FOUNDATION', 'CUCUMBER', 'RENT', 'CHANGE', 'BOTTOM', 'JAGUAR', 'GREASE', 'CAPYBARA']
92,['20,000', '451', 'CHERRY', 'COBWEB', 'BAT', 'BELL', '24', 'PUMPKIN', 'FIREFLY', 'BONES', 'WEEDS', 'TOMBSTONE', 'BAR', '2001', '7', '22']
93,['TRUNK', 'BARK', 'BRANCH', 'OINK', 'BUZZ', 'SCOOP', 'COFFEE', 'ROOT', 'CLUCK', 'MEOW', 'DIRT', 'TEA', 'SKINNY', 'DISH', 'CHAI', 'COCOA']
94,['LEAVE', 'GET OUT', 'YOU', 'NEPO', 'SANTA', 'THEM', 'ME', 'BEANIE', 'SCRAM', 'FUR', 'NOPE', 'US', 'GO', 'PEON', 'PONE', 'OPEN']
Game_ID,Words
95,['SHAM', 'STAN', 'LOLA', 'OVER', 'BOGUS', 'IRIS', 'PHONY', 'RETINA', 'FAKE', 'MICHELLE', 'LENS', 'ALEJANDRO', 'COPY', 'PUPIL', 'ROGER', 'OUT']
96,['EXCEL', 'GLOW', 'ENVY', 'CUTIE', 'BEAM', 'BUFFALO', 'FLOOR', 'COW', 'SEEDY', 'RINGS', 'VAULT', 'HORSE', 'RADIATE', 'SHEEP', 'SHINE', 'GOAT']
97,['GIANT', 'NEW YORK', 'LUCY', 'GAMBIT', 'WITCH', 'QUEEN', 'WOLF', 'BISHOP', 'YOU', 'PRINCESS', "ROCK 'N ROLL", 'MATE']
98,['FRESH', 'LIME', 'GRAPE', 'STONE', 'OPULENT', 'NAIVE', 'DELUXE', 'BERRY', 'ENVIOUS', 'LAVISH', 'FOSTER', 'FIG', 'GRAND', 'UNWELL', 'APRICOT', 'SWANK']
99,['SMART', 'LASSO', 'MARS', 'SHARP', 'FRONTIER', 'COWBOY', 'OUTLAW', 'ALASKA', 'SPIRIT', 'BRIGHT', 'QUICK', 'CLEVER', 'DRIFTER', 'SHERIFF', 'SOUTHWEST', 'ROGERS']
100,['TAB', 'BUTTON', 'BOOKMARK', 'HISTORY', 'MARTINI', 'BOND', 'DOZEN', 'RELATION', 'TIE', 'CUFF', 'WINDOW', 'JOKE', 'POCKET', 'LAUNDRY', 'LINK', 'COLLAR']
101,['BACKUP', 'SPARE', 'PEN', 'ALLEY', 'BALL', 'TOO', 'EXTRA', 'MUG', 'WON', 'LANE', 'ATE', 'FOR', 'COPY', 'TEE', 'TOTE', 'PIN']
102,['DIGIT', 'BEAKER', 'MOTORCYCLE', 'MITT', 'DOG', 'GONZO', 'SERVER', 'CHEF', 'PIGGY', 'CAR', 'BUS', 'HOST', 'TRUCK', 'SCOOTER', 'ANIMAL', 'BARTENDER']
103,['KEY', 'GLASS', 'FLOAT', 'HOVER', 'SPLIT', 'MALT', 'SIGNS', 'STAR', 'OLD', 'SHAKE', 'DASH', 'SOLID', 'CONCRETE', 'TANGIBLE', 'FIRM', 'SUNDAE']
104,['STRONG', 'FALL', 'WELL', 'TAP', 'NICKS', 'HEALTHY', 'SWIFT', 'FOUNTAIN', 'SOUND', 'FIT', 'DROP', 'SINK', 'SUMMER', 'KEYS', 'DIP', 'SPRING']
105,['PARTRIDGE', 'PLUMBER', 'FISH', 'BIRD', 'CLEAVER', 'PEELER', 'GRATER', 'LADLE', 'MAMMAL', 'DINOSAUR', 'TANNER', 'MUSHROOM', 'PRINCESS', 'REPTILE', 'WHISK', 'BUNKER']
106,['MA', 'GRAM', 'FROST', 'IN', 'BLACK', 'CAKE', 'COVER', 'BOUQUET', 'COAT', 'BOOK', 'RING', 'VEIL', 'TRAIN', 'TUBE', 'SPARROW', 'CRUST']
107,['MONTY', 'BOA', 'ABSTRACT', 'THONG', 'BRIEF', 'SLIP', 'RUNDOWN', 'VIPER', 'GARTER', 'MAMBA', 'HOUSE', 'MOON', 'CIRCLE', 'TEDDY', 'DIGEST', 'PYTHON']
108,['SAP', 'HURRICANE', 'NEEDLE', 'FOOL', 'CHUMP', 'POTATO', 'GUM', 'LICORICE', 'MARK', 'CONE', 'CHOCOLATE', 'FACE', 'POLLEN', 'SUCKER', 'ACORN', 'LOLLIPOP']
109,['FLASH', 'SPARKLE', 'DRILL', 'TRAP', 'FORAGE', 'GRIME', 'CRUNK', 'BOUNCE', 'BULB', 'FISH', 'BEER', 'GLEAM', 'RAIL', 'HUNT', 'YEAR', 'GLITTER']
110,['CRITICAL', 'KATE', 'TIRED', 'PLASTIC', 'ASSIGNMENT', 'KEY', 'HENRY', 'VITAL', 'CENTRAL', 'TEMPO', 'GLASS', 'JENNIFER', 'METAL', 'DEFEAT', 'ROCK', 'PAPER']
111,['LOW', 'LONG', 'DIAMOND', 'WANTING', 'THIRST', 'PUTTER', 'SPADE', 'PINE', 'SHY', 'CLUB', 'IRON', 'WOOD', 'HEART', 'WEDGE', 'SHORT', 'ACHE']
112,['STIRRER', 'GO', 'CARDINAL', 'BEET', 'ACTION', 'CUP', 'STICK', 'LID', 'WOLF', 'OWL', 'BRICK', 'POPPY', 'BALLPARK', 'BAT', 'MOTH', 'STRAW']
113,['BOW', 'FUR', 'SHELL', 'SCALES', 'DOWN', 'FINGER', 'ARROW', 'DOG', 'MAPS', 'KNEEL', 'HINT', 'SALUTE', 'NOTES', 'STAND', 'CLOCK', 'MAIL']
114,['SPEECH', 'GAB', 'LEAD', 'ALPACA', 'TRIAL', 'AFGHAN', 'VANS', 'JORDAN', 'YAK', 'CONVERSE', 'ANGORA', 'WATER', 'PUMA', 'JABBER', 'BLATHER', 'CHAT']
115,['BAGEL', 'CROSSWALK', 'CANDY CANE', 'SNOWMAN', 'DONUT', 'TIGER', 'EXHIBIT', 'MISTLETOE', 'PRESENT', 'STOCKING', 'REFEREE', 'REINDEER', 'SHOW', 'CHEERIO', 'LIFESAVER', 'DISPLAY']
116,['WING', 'NAT', 'CHAPTER', 'ANGEL', 'PECK', 'MET', 'BEATLE', 'FLEE', 'BUSHEL', 'AUNT', 'TON', 'STONE', 'BRANCH', 'ARM', 'RED', 'CUB']
117,['DEAD', 'BIRD', 'DADA', 'HOOK', 'LUCK', 'LOL', 'HAHA', 'ROFL', 'MACBETH', 'GOTHIC', 'NANA', 'WENDY', 'PETER', 'POP', 'GAGA', 'DECO']
